"Gene > Proteins > Systematic Name","Gene > Proteins > Standard Name","Gene > Proteins > Protein Domains > Name","Gene > Proteins > Protein Domains > Description","Gene > Proteins > Protein Domains > Start","Gene > Proteins > Protein Domains > End","Gene > Proteins > Protein Domains > Method","Gene > Proteins > Protein Domains > Id"
"YGR203W","Ych1p","PS50206","RHODANESE_3; Rhodanese-like domain","29","137","PROSITE","1966619"
"YGR203W","Ych1p","PTHR10828","","5","147","PANTHER","1966620"
"YGR203W","Ych1p","PTHR10828:SF59","","5","147","PANTHER","1966621"
"YGR203W","Ych1p","SM00450","RHOD; Rhodanese-like domain","19","134","SMART","1966622"
"YGR203W","Ych1p","SSF52821","Rhodanese-like domain","6","135","SUPERFAMILY","1966623"
"YGR204W","Ade3p","G3DSA:3.10.410.10","","834","922","GENE3D","1941508"
"YGR204W","Ade3p","G3DSA:3.40.50.10860","","11","139","GENE3D","1941509"
"YGR204W","Ade3p","G3DSA:3.40.50.300","","332","606","GENE3D","1941510"
"YGR204W","Ade3p","G3DSA:3.40.50.300","","607","832","GENE3D","1941511"
"YGR204W","Ade3p","G3DSA:3.40.50.720","","140","281","GENE3D","1941512"
"YGR204W","Ade3p","MF_01543","FTHFS; Formate-tetrahydrofolate ligase, FTHFS","320","946","HAMAP","1941513"
"YGR204W","Ade3p","MF_01576","THF_DHG_CYH; Tetrahydrofolate dehydrogenase/cyclohydrolase","3","300","HAMAP","1941514"
"YGR204W","Ade3p","PF00763","THF_DHG_CYH; Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain","5","122","Pfam","1941515"
"YGR204W","Ade3p","PF01268","FTHFS; Formate-tetrahydrofolate ligase, FTHFS","322","946","Pfam","1941516"
"YGR204W","Ade3p","PF02882","THF_DHG_CYH_C; Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain","126","299","Pfam","1941517"
"YGR204W","Ade3p","PR00085","THFDHDRGNASE; Tetrahydrofolate dehydrogenase/cyclohydrolase","35","57","PRINTS","1941518"
"YGR204W","Ade3p","PR00085","THFDHDRGNASE; Tetrahydrofolate dehydrogenase/cyclohydrolase","76","103","PRINTS","1941519"
"YGR204W","Ade3p","PR00085","THFDHDRGNASE; Tetrahydrofolate dehydrogenase/cyclohydrolase","111","132","PRINTS","1941520"
"YGR204W","Ade3p","PR00085","THFDHDRGNASE; Tetrahydrofolate dehydrogenase/cyclohydrolase","158","178","PRINTS","1941521"
"YGR204W","Ade3p","PR00085","THFDHDRGNASE; Tetrahydrofolate dehydrogenase/cyclohydrolase","207","236","PRINTS","1941522"
"YGR204W","Ade3p","PR00085","THFDHDRGNASE; Tetrahydrofolate dehydrogenase/cyclohydrolase","256","272","PRINTS","1941523"
"YGR204W","Ade3p","PR00085","THFDHDRGNASE; Tetrahydrofolate dehydrogenase/cyclohydrolase","273","291","PRINTS","1941524"
"YGR204W","Ade3p","PS00721","FTHFS_1; Formate-tetrahydrofolate ligase, FTHFS, conserved site","423","433","PROSITE","1941525"
"YGR204W","Ade3p","PS00722","FTHFS_2; Formate-tetrahydrofolate ligase, FTHFS, conserved site","710","721","PROSITE","1941526"
"YGR204W","Ade3p","PS00766","THF_DHG_CYH_1; Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site","77","102","PROSITE","1941527"
"YGR204W","Ade3p","PS00767","THF_DHG_CYH_2; Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site","277","285","PROSITE","1941528"
"YGR204W","Ade3p","PTHR43274","","3","946","PANTHER","1941529"
"YGR204W","Ade3p","PTHR43274:SF2","","3","946","PANTHER","1941530"
"YGR204W","Ade3p","SSF51735","NAD(P)-binding domain","124","299","SUPERFAMILY","1941531"
"YGR204W","Ade3p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","323","470","SUPERFAMILY","1941532"
"YGR204W","Ade3p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","523","944","SUPERFAMILY","1941533"
"YGR204W","Ade3p","SSF53223","","1","123","SUPERFAMILY","1941534"
"YGR205W","Tda10p","G3DSA:3.40.50.300","","1","290","GENE3D","1966624"
"YGR205W","Tda10p","PTHR10285","","3","284","PANTHER","1966625"
"YGR205W","Tda10p","PTHR10285:SF97","","3","284","PANTHER","1966626"
"YGR205W","Tda10p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","5","286","SUPERFAMILY","1966627"
"YGR206W","Mvb12p","PF09452","Mvb12; Multivesicular body sorting factor 12","9","98","Pfam","1966628"
"YGR207C","Cir1p","G3DSA:3.40.50.620","Rossmann-like alpha/beta/alpha sandwich fold","4","261","GENE3D","1966629"
"YGR207C","Cir1p","PF01012","ETF; Electron transfer flavoprotein, alpha/beta-subunit, N-terminal","32","216","Pfam","1966630"
"YGR207C","Cir1p","PIRSF000090","Beta-ETF; Electron transfer flavoprotein, beta subunit","7","261","PIRSF","1966631"
"YGR207C","Cir1p","PS01065","ETF_BETA; Electron transfer flavoprotein, beta-subunit, conserved site","166","186","PROSITE","1966632"
"YGR207C","Cir1p","PTHR21294","Electron transfer flavoprotein, beta subunit","6","261","PANTHER","1966633"
"YGR207C","Cir1p","PTHR21294:SF14","","6","261","PANTHER","1966634"
"YGR207C","Cir1p","SM00893","ETF; Electron transfer flavoprotein, alpha/beta-subunit, N-terminal","29","222","SMART","1966635"
"YGR207C","Cir1p","SSF52402","","7","255","SUPERFAMILY","1966636"
"YGR208W","Ser2p","G3DSA:1.10.150.210","Phosphoserine phosphatase, domain 2","116","150","GENE3D","1966637"
"YGR208W","Ser2p","G3DSA:3.30.70.260","","64","115","GENE3D","1966638"
"YGR208W","Ser2p","G3DSA:3.40.50.1000","HAD-like domain","151","298","GENE3D","1966639"
"YGR208W","Ser2p","PF00702","Hydrolase","92","267","Pfam","1966640"
"YGR208W","Ser2p","PTHR43344","","50","298","PANTHER","1966641"
"YGR208W","Ser2p","PTHR43344:SF1","","50","298","PANTHER","1966642"
"YGR208W","Ser2p","SSF56784","HAD-like domain","91","302","SUPERFAMILY","1966643"
"YGR208W","Ser2p","TIGR00338","serB","78","298","TIGRFAM","1966644"
"YGR208W","Ser2p","TIGR01488","HAD-SF-IB","93","264","TIGRFAM","1966645"
"YGR209C","Trx2p","G3DSA:3.40.30.10","","1","104","GENE3D","1948412"
"YGR209C","Trx2p","PF00085","Thioredoxin; Thioredoxin domain","7","101","Pfam","1948413"
"YGR209C","Trx2p","PIRSF000077","Thioredoxin","1","104","PIRSF","1948414"
"YGR209C","Trx2p","PR00421","THIOREDOXIN","22","30","PRINTS","1948415"
"YGR209C","Trx2p","PR00421","THIOREDOXIN","30","39","PRINTS","1948416"
"YGR209C","Trx2p","PR00421","THIOREDOXIN","69","80","PRINTS","1948417"
"YGR209C","Trx2p","PS00194","THIOREDOXIN_1; Thioredoxin, conserved site","23","41","PROSITE","1948418"
"YGR209C","Trx2p","PS51352","THIOREDOXIN_2; Thioredoxin domain","1","104","PROSITE","1948419"
"YGR209C","Trx2p","PTHR10438","Thioredoxin","10","100","PANTHER","1948420"
"YGR209C","Trx2p","PTHR10438:SF328","","10","100","PANTHER","1948421"
"YGR209C","Trx2p","SSF52833","Thioredoxin-like fold","2","102","SUPERFAMILY","1948422"
"YGR209C","Trx2p","TIGR01068","Thioredoxin","7","103","TIGRFAM","1948423"
"YGR210C","Ygr210Cp","G3DSA:3.10.20.30","Beta-grasp domain","330","407","GENE3D","1966646"
"YGR210C","Ygr210Cp","G3DSA:3.40.50.300","","5","302","GENE3D","1966647"
"YGR210C","Ygr210Cp","PF01926","MMR_HSR1; GTP binding domain","7","140","Pfam","1966648"
"YGR210C","Ygr210Cp","PF08438","MMR_HSR1_C; Uncharacterised GTP-binding protein, C-terminal","226","338","Pfam","1966649"
"YGR210C","Ygr210Cp","PR00326","GTP1OBG; GTP binding domain","7","27","PRINTS","1966650"
"YGR210C","Ygr210Cp","PR00326","GTP1OBG; GTP binding domain","28","46","PRINTS","1966651"
"YGR210C","Ygr210Cp","PR00326","GTP1OBG; GTP binding domain","81","96","PRINTS","1966652"
"YGR210C","Ygr210Cp","PR00326","GTP1OBG; GTP binding domain","98","116","PRINTS","1966653"
"YGR210C","Ygr210Cp","PS51710","G_OBG; OBG-type guanine nucleotide-binding (G) domain","5","274","PROSITE","1966654"
"YGR210C","Ygr210Cp","PTHR23305","","5","409","PANTHER","1966655"
"YGR210C","Ygr210Cp","PTHR23305:SF16","","5","409","PANTHER","1966656"
"YGR210C","Ygr210Cp","SSF52540","P-loop containing nucleoside triphosphate hydrolase","7","322","SUPERFAMILY","1966657"
"YGR211W","Zpr1p","PF03367","zf-ZPR1; Zinc finger, ZPR1-type","52","210","Pfam","1971308"
"YGR211W","Zpr1p","PF03367","zf-ZPR1; Zinc finger, ZPR1-type","294","452","Pfam","1971309"
"YGR211W","Zpr1p","PTHR10876","","12","486","PANTHER","1971310"
"YGR211W","Zpr1p","PTHR10876:SF1","","12","486","PANTHER","1971311"
"YGR211W","Zpr1p","SM00709","Zpr1; Zinc finger, ZPR1-type","52","211","SMART","1971312"
"YGR211W","Zpr1p","SM00709","Zpr1; Zinc finger, ZPR1-type","293","453","SMART","1971313"
"YGR211W","Zpr1p","TIGR00310","ZPR1_znf; Zinc finger, ZPR1-type","54","212","TIGRFAM","1971314"
"YGR211W","Zpr1p","TIGR00310","ZPR1_znf; Zinc finger, ZPR1-type","294","486","TIGRFAM","1971315"
"YGR212W","Sli1p","PF07247","AATase; Alcohol acetyltransferase/N-acetyltransferase","4","453","Pfam","1971316"
"YGR212W","Sli1p","PTHR28037","","2","467","PANTHER","1971317"
"YGR212W","Sli1p","PTHR28037:SF2","","2","467","PANTHER","1971318"
"YGR212W","Sli1p","SSF52777","","24","150","SUPERFAMILY","1971319"
"YGR212W","Sli1p","SSF52777","","244","461","SUPERFAMILY","1971320"
"YGR213C","Rta1p","PF04479","RTA1; RTA-like protein","72","276","Pfam","1970152"
"YGR213C","Rta1p","PTHR31465","","2","313","PANTHER","1970153"
"YGR213C","Rta1p","PTHR31465:SF22","","2","313","PANTHER","1970154"
"YGR214W","Rps0Ap","G3DSA:3.40.50.10490","","13","249","GENE3D","1954627"
"YGR214W","Rps0Ap","MF_03015","Ribosomal_S2_euk; Ribosomal protein S2, eukaryotic","1","245","HAMAP","1954628"
"YGR214W","Rps0Ap","PF00318","Ribosomal_S2; Ribosomal protein S2","17","112","Pfam","1954629"
"YGR214W","Rps0Ap","PF00318","Ribosomal_S2; Ribosomal protein S2","116","181","Pfam","1954630"
"YGR214W","Rps0Ap","PR00395","RIBOSOMALS2; Ribosomal protein S2","14","32","PRINTS","1954631"
"YGR214W","Rps0Ap","PR00395","RIBOSOMALS2; Ribosomal protein S2","44","53","PRINTS","1954632"
"YGR214W","Rps0Ap","PR00395","RIBOSOMALS2; Ribosomal protein S2","93","110","PRINTS","1954633"
"YGR214W","Rps0Ap","PR00395","RIBOSOMALS2; Ribosomal protein S2","118","135","PRINTS","1954634"
"YGR214W","Rps0Ap","PR00395","RIBOSOMALS2; Ribosomal protein S2","135","146","PRINTS","1954635"
"YGR214W","Rps0Ap","PR00395","RIBOSOMALS2; Ribosomal protein S2","156","170","PRINTS","1954636"
"YGR214W","Rps0Ap","PS00962","RIBOSOMAL_S2_1; Ribosomal protein S2, conserved site","14","25","PROSITE","1954637"
"YGR214W","Rps0Ap","PS00963","RIBOSOMAL_S2_2; Ribosomal protein S2, conserved site","118","142","PROSITE","1954638"
"YGR214W","Rps0Ap","PTHR11489","Ribosomal protein S2, eukaryotic/archaeal","5","248","PANTHER","1954639"
"YGR214W","Rps0Ap","SSF52313","Ribosomal protein S2, flavodoxin-like domain","12","190","SUPERFAMILY","1954640"
"YGR214W","Rps0Ap","TIGR01012","uS2_euk_arch; Ribosomal protein S2, eukaryotic/archaeal","12","205","TIGRFAM","1954641"
"YGR215W","Rsm27p","PF08293","MRP-S33; Ribosomal protein S27/S33, mitochondrial","6","93","Pfam","1971321"
"YGR215W","Rsm27p","PTHR13362","Ribosomal protein S27/S33, mitochondrial","99","110","PANTHER","1971322"
"YGR216C","Gpi1p","PF05024","Gpi1; N-acetylglucosaminyl transferase component","279","469","Pfam","1971323"
"YGR216C","Gpi1p","PTHR21329","","1","592","PANTHER","1971324"
"YGR216C","Gpi1p","PTHR21329:SF13","","1","592","PANTHER","1971325"
"YGR217W","Cch1p","G3DSA:1.10.238.10","","1785","1880","GENE3D","1969402"
"YGR217W","Cch1p","G3DSA:1.10.287.70","","342","719","GENE3D","1969403"
"YGR217W","Cch1p","G3DSA:1.10.287.70","","769","1004","GENE3D","1969404"
"YGR217W","Cch1p","G3DSA:1.10.287.70","","1210","1481","GENE3D","1969405"
"YGR217W","Cch1p","G3DSA:1.10.287.70","","1527","1776","GENE3D","1969406"
"YGR217W","Cch1p","PF00520","Ion_trans; Ion transport domain","486","721","Pfam","1969407"
"YGR217W","Cch1p","PF00520","Ion_trans; Ion transport domain","772","1004","Pfam","1969408"
"YGR217W","Cch1p","PF00520","Ion_trans; Ion transport domain","1211","1480","Pfam","1969409"
"YGR217W","Cch1p","PF00520","Ion_trans; Ion transport domain","1530","1776","Pfam","1969410"
"YGR217W","Cch1p","PS50222","EF_HAND_2; EF-hand domain","1787","1822","PROSITE","1969411"
"YGR217W","Cch1p","PTHR10037","","486","1954","PANTHER","1969412"
"YGR217W","Cch1p","PTHR10037:SF245","","486","1954","PANTHER","1969413"
"YGR217W","Cch1p","SSF81324","","484","582","SUPERFAMILY","1969414"
"YGR217W","Cch1p","SSF81324","","651","717","SUPERFAMILY","1969415"
"YGR217W","Cch1p","SSF81324","","774","1003","SUPERFAMILY","1969416"
"YGR217W","Cch1p","SSF81324","","1205","1365","SUPERFAMILY","1969417"
"YGR217W","Cch1p","SSF81324","","1401","1476","SUPERFAMILY","1969418"
"YGR217W","Cch1p","SSF81324","","1529","1772","SUPERFAMILY","1969419"
"YGR218W","Crm1p","G3DSA:1.25.10.10","Armadillo-like helical","15","632","GENE3D","1951639"
"YGR218W","Crm1p","G3DSA:1.25.10.10","Armadillo-like helical","718","1044","GENE3D","1951640"
"YGR218W","Crm1p","PF03810","IBN_N; Importin-beta, N-terminal domain","34","100","Pfam","1951641"
"YGR218W","Crm1p","PF08389","Xpo1; Exportin-1/Importin-beta-like","111","256","Pfam","1951642"
"YGR218W","Crm1p","PF08767","CRM1_C; CRM1 C-terminal domain","720","1043","Pfam","1951643"
"YGR218W","Crm1p","PS50166","IMPORTIN_B_NT; Importin-beta, N-terminal domain","34","100","PROSITE","1951644"
"YGR218W","Crm1p","PTHR11223","","3","1078","PANTHER","1951645"
"YGR218W","Crm1p","PTHR11223:SF9","","3","1078","PANTHER","1951646"
"YGR218W","Crm1p","SM00913","IBN_N; Importin-beta, N-terminal domain","34","100","SMART","1951647"
"YGR218W","Crm1p","SM01102","CRM1_C; CRM1 C-terminal domain","720","1044","SMART","1951648"
"YGR218W","Crm1p","SSF48371","Armadillo-type fold","16","266","SUPERFAMILY","1951649"
"YGR218W","Crm1p","SSF48371","Armadillo-type fold","336","377","SUPERFAMILY","1951650"
"YGR218W","Crm1p","SSF48371","Armadillo-type fold","419","717","SUPERFAMILY","1951651"
"YGR218W","Crm1p","SSF48371","Armadillo-type fold","784","1048","SUPERFAMILY","1951652"
"YGR220C","Mrpl9p","G3DSA:4.10.960.10","","115","224","GENE3D","1951720"
"YGR220C","Mrpl9p","MF_01325_B","Ribosomal_L3_B; Ribosomal protein L3, bacterial/organelle-type","58","266","HAMAP","1951721"
"YGR220C","Mrpl9p","PF00297","Ribosomal_L3; Ribosomal protein L3","158","266","Pfam","1951722"
"YGR220C","Mrpl9p","PS00474","RIBOSOMAL_L3; Ribosomal protein L3, conserved site","160","183","PROSITE","1951723"
"YGR220C","Mrpl9p","PTHR11229","Ribosomal protein L3, bacterial/organelle-type","43","268","PANTHER","1951724"
"YGR220C","Mrpl9p","PTHR11229:SF7","","43","268","PANTHER","1951725"
"YGR220C","Mrpl9p","SSF50447","Translation protein, beta-barrel domain","22","268","SUPERFAMILY","1951726"
"YGR220C","Mrpl9p","TIGR03625","L3_bact; Ribosomal protein L3, bacterial/organelle-type","60","263","TIGRFAM","1951727"
"YGR221C","Tos2p","PF08693","SKG6; SKG6/AXL2 alpha-helix transmembrane domain","33","66","Pfam","1969420"
"YGR222W","Pet54p","G3DSA:3.30.70.330","","30","264","GENE3D","1944213"
"YGR222W","Pet54p","SM00361","RRM_1; RNA recognition motif domain, eukaryote","199","270","SMART","1944214"
"YGR222W","Pet54p","SSF54928","RNA recognition motif domain","193","261","SUPERFAMILY","1944215"
"YGR223C","Hsv2p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","5","345","GENE3D","1969421"
"YGR223C","Hsv2p","PTHR11227","","15","429","PANTHER","1969422"
"YGR223C","Hsv2p","PTHR11227:SF36","","15","429","PANTHER","1969423"
"YGR223C","Hsv2p","SM00320","WD40; WD40 repeat","213","253","SMART","1969424"
"YGR223C","Hsv2p","SM00320","WD40; WD40 repeat","256","297","SMART","1969425"
"YGR223C","Hsv2p","SSF50978","WD40-repeat-containing domain","19","303","SUPERFAMILY","1969426"
"YGR224W","Azr1p","G3DSA:1.20.1250.20","","44","258","GENE3D","1969427"
"YGR224W","Azr1p","G3DSA:1.20.1250.20","","363","612","GENE3D","1969428"
"YGR224W","Azr1p","PF07690","MFS_1; Major facilitator superfamily","73","346","Pfam","1969429"
"YGR224W","Azr1p","PS50850","MFS; Major facilitator superfamily domain","69","608","PROSITE","1969430"
"YGR224W","Azr1p","PTHR23501","","51","608","PANTHER","1969431"
"YGR224W","Azr1p","PTHR23501:SF100","","51","608","PANTHER","1969432"
"YGR224W","Azr1p","SSF103473","Major facilitator superfamily domain","70","317","SUPERFAMILY","1969433"
"YGR224W","Azr1p","SSF103473","Major facilitator superfamily domain","306","537","SUPERFAMILY","1969434"
"YGR224W","Azr1p","SSF103473","Major facilitator superfamily domain","580","606","SUPERFAMILY","1969435"
"YGR225W","Ama1p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","204","561","GENE3D","1969436"
"YGR225W","Ama1p","PF00400","WD40; WD40 repeat","385","418","Pfam","1969437"
"YGR225W","Ama1p","PS50082","WD_REPEATS_2; WD40 repeat","386","420","PROSITE","1969438"
"YGR225W","Ama1p","PS50294","WD_REPEATS_REGION; WD40-repeat-containing domain","386","474","PROSITE","1969439"
"YGR225W","Ama1p","PTHR19918","The WD repeat Cdc20/Fizzy family","4","574","PANTHER","1969440"
"YGR225W","Ama1p","PTHR19918:SF18","","4","574","PANTHER","1969441"
"YGR225W","Ama1p","SM00320","WD40; WD40 repeat","262","301","SMART","1969442"
"YGR225W","Ama1p","SM00320","WD40; WD40 repeat","313","355","SMART","1969443"
"YGR225W","Ama1p","SM00320","WD40; WD40 repeat","379","418","SMART","1969444"
"YGR225W","Ama1p","SM00320","WD40; WD40 repeat","424","465","SMART","1969445"
"YGR225W","Ama1p","SM00320","WD40; WD40 repeat","516","555","SMART","1969446"
"YGR225W","Ama1p","SSF50978","WD40-repeat-containing domain","224","556","SUPERFAMILY","1969447"
"YGR227W","Die2p","PF04922","DIE2_ALG10; Alpha-2-glucosyltransferase Alg10","66","458","Pfam","1969398"
"YGR227W","Die2p","PIRSF028810","Alpha1_2_glucosyltferase_Alg10; Alpha-2-glucosyltransferase Alg10","33","525","PIRSF","1969399"
"YGR227W","Die2p","PTHR12989","Alpha-2-glucosyltransferase Alg10","41","525","PANTHER","1969400"
"YGR227W","Die2p","PTHR12989:SF11","","41","525","PANTHER","1969401"
"YGR229C","Smi1p","G3DSA:3.40.1580.10","","102","305","GENE3D","1953251"
"YGR229C","Smi1p","PF09346","SMI1_KNR4; Knr4/Smi1-like domain","115","286","Pfam","1953252"
"YGR229C","Smi1p","PIRSF017023","KNR4; Knr4/Smi1 family","1","374","PIRSF","1953253"
"YGR229C","Smi1p","PIRSF017023","KNR4; Knr4/Smi1 family","352","495","PIRSF","1953254"
"YGR229C","Smi1p","PTHR14289","","361","502","PANTHER","1953255"
"YGR229C","Smi1p","PTHR14289:SF24","","361","502","PANTHER","1953256"
"YGR229C","Smi1p","SM00860","SMI1_KNR4; Knr4/Smi1-like domain","115","287","SMART","1953257"
"YGR229C","Smi1p","SSF160631","","105","184","SUPERFAMILY","1953258"
"YGR229C","Smi1p","SSF160631","","235","299","SUPERFAMILY","1953259"
"YGR230W","Bns1p","PF05032","Spo12","89","122","Pfam","1969448"
"YGR231C","Phb2p","PF01145","Band_7; Band 7 domain","61","230","Pfam","1969449"
"YGR231C","Phb2p","PR00679","Prohibitin","101","117","PRINTS","1969450"
"YGR231C","Phb2p","PR00679","Prohibitin","119","138","PRINTS","1969451"
"YGR231C","Phb2p","PR00679","Prohibitin","142","160","PRINTS","1969452"
"YGR231C","Phb2p","PR00679","Prohibitin","165","181","PRINTS","1969453"
"YGR231C","Phb2p","PR00679","Prohibitin","188","207","PRINTS","1969454"
"YGR231C","Phb2p","PR00679","Prohibitin","213","236","PRINTS","1969455"
"YGR231C","Phb2p","PR00679","Prohibitin","236","252","PRINTS","1969456"
"YGR231C","Phb2p","PTHR23222","Prohibitin","28","299","PANTHER","1969457"
"YGR231C","Phb2p","SM00244","PHB; Band 7 domain","57","218","SMART","1969458"
"YGR231C","Phb2p","SSF117892","Band 7 domain","89","224","SUPERFAMILY","1969459"
"YGR232W","Nas6p","G3DSA:1.25.40.20","Ankyrin repeat-containing domain","1","78","GENE3D","1969460"
"YGR232W","Nas6p","G3DSA:1.25.40.20","Ankyrin repeat-containing domain","79","131","GENE3D","1969461"
"YGR232W","Nas6p","G3DSA:1.25.40.20","Ankyrin repeat-containing domain","132","225","GENE3D","1969462"
"YGR232W","Nas6p","PF12796","Ank_2; Ankyrin repeat-containing domain","68","137","Pfam","1969463"
"YGR232W","Nas6p","PF12796","Ank_2; Ankyrin repeat-containing domain","139","204","Pfam","1969464"
"YGR232W","Nas6p","PR01415","ANKYRIN; Ankyrin repeat","72","87","PRINTS","1969465"
"YGR232W","Nas6p","PR01415","ANKYRIN; Ankyrin repeat","122","136","PRINTS","1969466"
"YGR232W","Nas6p","PS50088","ANK_REPEAT; Ankyrin repeat","35","67","PROSITE","1969467"
"YGR232W","Nas6p","PS50088","ANK_REPEAT; Ankyrin repeat","71","103","PROSITE","1969468"
"YGR232W","Nas6p","PS50088","ANK_REPEAT; Ankyrin repeat","106","138","PROSITE","1969469"
"YGR232W","Nas6p","PS50088","ANK_REPEAT; Ankyrin repeat","173","206","PROSITE","1969470"
"YGR232W","Nas6p","PS50297","ANK_REP_REGION; Ankyrin repeat-containing domain","1","206","PROSITE","1969471"
"YGR232W","Nas6p","PTHR24173","","103","217","PANTHER","1969472"
"YGR232W","Nas6p","SM00248","ANK; Ankyrin repeat","1","30","SMART","1969473"
"YGR232W","Nas6p","SM00248","ANK; Ankyrin repeat","35","64","SMART","1969474"
"YGR232W","Nas6p","SM00248","ANK; Ankyrin repeat","71","102","SMART","1969475"
"YGR232W","Nas6p","SM00248","ANK; Ankyrin repeat","106","135","SMART","1969476"
"YGR232W","Nas6p","SM00248","ANK; Ankyrin repeat","139","169","SMART","1969477"
"YGR232W","Nas6p","SM00248","ANK; Ankyrin repeat","173","203","SMART","1969478"
"YGR232W","Nas6p","SSF48403","Ankyrin repeat-containing domain","4","226","SUPERFAMILY","1969479"
"YGR233C","Pho81p","G3DSA:1.25.40.20","Ankyrin repeat-containing domain","210","432","GENE3D","1946468"
"YGR233C","Pho81p","G3DSA:1.25.40.20","Ankyrin repeat-containing domain","433","554","GENE3D","1946469"
"YGR233C","Pho81p","G3DSA:1.25.40.20","Ankyrin repeat-containing domain","555","668","GENE3D","1946470"
"YGR233C","Pho81p","G3DSA:3.20.20.190","PLC-like phosphodiesterase, TIM beta/alpha-barrel domain","886","1177","GENE3D","1946471"
"YGR233C","Pho81p","PF03105","SPX; SPX domain","1","40","Pfam","1946472"
"YGR233C","Pho81p","PF03105","SPX; SPX domain","113","165","Pfam","1946473"
"YGR233C","Pho81p","PF12796","Ank_2; Ankyrin repeat-containing domain","410","484","Pfam","1946474"
"YGR233C","Pho81p","PF12796","Ank_2; Ankyrin repeat-containing domain","561","647","Pfam","1946475"
"YGR233C","Pho81p","PS50088","ANK_REPEAT; Ankyrin repeat","556","589","PROSITE","1946476"
"YGR233C","Pho81p","PS50088","ANK_REPEAT; Ankyrin repeat","591","623","PROSITE","1946477"
"YGR233C","Pho81p","PS50297","ANK_REP_REGION; Ankyrin repeat-containing domain","423","651","PROSITE","1946478"
"YGR233C","Pho81p","PS51382","SPX; SPX domain","1","169","PROSITE","1946479"
"YGR233C","Pho81p","PS51704","GP_PDE; Glycerophosphodiester phosphodiesterase domain","871","1178","PROSITE","1946480"
"YGR233C","Pho81p","PTHR10783","","1","1063","PANTHER","1946481"
"YGR233C","Pho81p","PTHR10783:SF66","","1","1063","PANTHER","1946482"
"YGR233C","Pho81p","SM00248","ANK; Ankyrin repeat","423","454","SMART","1946483"
"YGR233C","Pho81p","SM00248","ANK; Ankyrin repeat","458","488","SMART","1946484"
"YGR233C","Pho81p","SM00248","ANK; Ankyrin repeat","506","535","SMART","1946485"
"YGR233C","Pho81p","SM00248","ANK; Ankyrin repeat","556","586","SMART","1946486"
"YGR233C","Pho81p","SM00248","ANK; Ankyrin repeat","591","620","SMART","1946487"
"YGR233C","Pho81p","SM00248","ANK; Ankyrin repeat","624","653","SMART","1946488"
"YGR233C","Pho81p","SSF48403","Ankyrin repeat-containing domain","416","647","SUPERFAMILY","1946489"
"YGR234W","Yhb1p","G3DSA:1.10.490.10","","1","156","GENE3D","1962565"
"YGR234W","Yhb1p","G3DSA:2.40.30.10","","157","263","GENE3D","1962566"
"YGR234W","Yhb1p","G3DSA:3.40.50.80","","264","399","GENE3D","1962567"
"YGR234W","Yhb1p","PF00042","Globin","7","102","Pfam","1962568"
"YGR234W","Yhb1p","PF00175","NAD_binding_1; Oxidoreductase FAD/NAD(P)-binding","277","370","Pfam","1962569"
"YGR234W","Yhb1p","PF00970","FAD_binding_6; Oxidoreductase, FAD-binding domain","153","261","Pfam","1962570"
"YGR234W","Yhb1p","PS01033","Globin","9","138","PROSITE","1962571"
"YGR234W","Yhb1p","PS51384","FAD_FR; Ferredoxin reductase-type FAD-binding domain","147","264","PROSITE","1962572"
"YGR234W","Yhb1p","PTHR43396","","1","395","PANTHER","1962573"
"YGR234W","Yhb1p","PTHR43396:SF3","","1","395","PANTHER","1962574"
"YGR234W","Yhb1p","SSF46458","Globin-like","1","149","SUPERFAMILY","1962575"
"YGR234W","Yhb1p","SSF52343","","269","392","SUPERFAMILY","1962576"
"YGR234W","Yhb1p","SSF63380","Riboflavin synthase-like beta-barrel","141","263","SUPERFAMILY","1962577"
"YGR235C","Mic26p","PF09769","ApoO; MICOS complex subunit MIC26/MIC27","61","183","Pfam","1969480"
"YGR235C","Mic26p","PTHR28268","MICOS subunit Mic26, fungi","2","232","PANTHER","1969481"
"YGR237C","Ygr237Cp","G3DSA:3.40.50.620","Rossmann-like alpha/beta/alpha sandwich fold","326","518","GENE3D","1969482"
"YGR238C","Kel2p","G3DSA:2.120.10.80","Kelch-type beta propeller","61","226","GENE3D","1969483"
"YGR238C","Kel2p","G3DSA:2.120.10.80","Kelch-type beta propeller","227","413","GENE3D","1969484"
"YGR238C","Kel2p","PF13415","Kelch_3","97","148","Pfam","1969485"
"YGR238C","Kel2p","PF13418","Kelch_4","259","304","Pfam","1969486"
"YGR238C","Kel2p","PF13854","Kelch_5","194","237","Pfam","1969487"
"YGR238C","Kel2p","PTHR23244","","211","860","PANTHER","1969488"
"YGR238C","Kel2p","PTHR23244:SF352","","211","860","PANTHER","1969489"
